Partition,c,λ2,r,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"11 11 1 1 1 1 1 1 1 1 1 1 1 1",11,11,14,0,P,Losing,P,34,34,0,"N/A (P-position)"
"12 11 1 1 1 1 1 1 1 1 1 1 1 1",12,11,14,6,N,Winning,N,35,35,1,"[R0C11]"
"13 11 1 1 1 1 1 1 1 1 1 1 1 1",13,11,14,0,P,Losing,P,36,36,0,"N/A (P-position)"
"14 11 1 1 1 1 1 1 1 1 1 1 1 1",14,11,14,5,N,Winning,N,37,37,1,"[R0C13]"
"15 11 1 1 1 1 1 1 1 1 1 1 1 1",15,11,14,0,P,Losing,P,38,38,0,"N/A (P-position)"
"16 11 1 1 1 1 1 1 1 1 1 1 1 1",16,11,14,6,N,Winning,N,39,39,1,"[R0C15]"
"17 11 1 1 1 1 1 1 1 1 1 1 1 1",17,11,14,0,P,Losing,P,40,40,0,"N/A (P-position)"
"18 11 1 1 1 1 1 1 1 1 1 1 1 1",18,11,14,2,N,Winning,N,41,41,1,"[R0C17]"
"19 11 1 1 1 1 1 1 1 1 1 1 1 1",19,11,14,0,P,Losing,P,42,42,0,"N/A (P-position)"
"20 11 1 1 1 1 1 1 1 1 1 1 1 1",20,11,14,1,N,Winning,N,43,43,1,"[R0C19]"
"12 12 1 1 1 1 1 1 1 1 1 1 1 1",12,12,14,0,P,Losing,P,36,36,0,"N/A (P-position)"
"13 12 1 1 1 1 1 1 1 1 1 1 1 1",13,12,14,1,N,Winning,N,37,37,2,"[R0C12] / [R1C11]"
"14 12 1 1 1 1 1 1 1 1 1 1 1 1",14,12,14,4,N,Winning,N,37,38,1,"[R0C13,R1C11]"
"15 12 1 1 1 1 1 1 1 1 1 1 1 1",15,12,14,1,N,Winning,N,39,39,1,"[R1C11]"
"16 12 1 1 1 1 1 1 1 1 1 1 1 1",16,12,14,5,N,Winning,N,39,40,1,"[R0C15,R1C11]"
"17 12 1 1 1 1 1 1 1 1 1 1 1 1",17,12,14,4,N,Winning,N,41,41,1,"[R1C11]"
"18 12 1 1 1 1 1 1 1 1 1 1 1 1",18,12,14,1,N,Winning,N,41,42,1,"[R0C17,R1C11]"
"19 12 1 1 1 1 1 1 1 1 1 1 1 1",19,12,14,6,N,Winning,N,43,43,1,"[R1C11]"
"20 12 1 1 1 1 1 1 1 1 1 1 1 1",20,12,14,3,N,Winning,N,43,44,1,"[R0C19,R1C11]"
"13 13 1 1 1 1 1 1 1 1 1 1 1 1",13,13,14,0,P,Losing,P,38,38,0,"N/A (P-position)"
"14 13 1 1 1 1 1 1 1 1 1 1 1 1",14,13,14,6,N,Winning,N,39,39,1,"[R0C13]"
"15 13 1 1 1 1 1 1 1 1 1 1 1 1",15,13,14,0,P,Losing,P,40,40,0,"N/A (P-position)"
"16 13 1 1 1 1 1 1 1 1 1 1 1 1",16,13,14,2,N,Winning,N,41,41,1,"[R0C15]"
"17 13 1 1 1 1 1 1 1 1 1 1 1 1",17,13,14,0,P,Losing,P,42,42,0,"N/A (P-position)"
"18 13 1 1 1 1 1 1 1 1 1 1 1 1",18,13,14,3,N,Winning,N,43,43,1,"[R0C17]"
"19 13 1 1 1 1 1 1 1 1 1 1 1 1",19,13,14,0,P,Losing,P,44,44,0,"N/A (P-position)"
"20 13 1 1 1 1 1 1 1 1 1 1 1 1",20,13,14,4,N,Winning,N,45,45,1,"[R0C19]"
"14 14 1 1 1 1 1 1 1 1 1 1 1 1",14,14,14,0,P,Losing,P,40,40,0,"N/A (P-position)"
"15 14 1 1 1 1 1 1 1 1 1 1 1 1",15,14,14,4,N,Winning,N,41,41,2,"[R0C14] / [R1C13]"
"16 14 1 1 1 1 1 1 1 1 1 1 1 1",16,14,14,1,N,Winning,N,41,42,1,"[R0C15,R1C13]"
"17 14 1 1 1 1 1 1 1 1 1 1 1 1",17,14,14,3,N,Winning,N,43,43,1,"[R1C13]"
"18 14 1 1 1 1 1 1 1 1 1 1 1 1",18,14,14,2,N,Winning,N,43,44,1,"[R0C17,R1C13]"
"19 14 1 1 1 1 1 1 1 1 1 1 1 1",19,14,14,4,N,Winning,N,45,45,1,"[R1C13]"
"20 14 1 1 1 1 1 1 1 1 1 1 1 1",20,14,14,5,N,Winning,N,45,46,1,"[R0C19,R1C13]"
"15 15 1 1 1 1 1 1 1 1 1 1 1 1",15,15,14,0,P,Losing,P,42,42,0,"N/A (P-position)"
"16 15 1 1 1 1 1 1 1 1 1 1 1 1",16,15,14,5,N,Winning,N,43,43,1,"[R0C15]"
"17 15 1 1 1 1 1 1 1 1 1 1 1 1",17,15,14,0,P,Losing,P,44,44,0,"N/A (P-position)"
"18 15 1 1 1 1 1 1 1 1 1 1 1 1",18,15,14,4,N,Winning,N,45,45,1,"[R0C17]"
"19 15 1 1 1 1 1 1 1 1 1 1 1 1",19,15,14,0,P,Losing,P,46,46,0,"N/A (P-position)"
"20 15 1 1 1 1 1 1 1 1 1 1 1 1",20,15,14,1,N,Winning,N,47,47,1,"[R0C19]"
"16 16 1 1 1 1 1 1 1 1 1 1 1 1",16,16,14,0,P,Losing,P,44,44,0,"N/A (P-position)"
"17 16 1 1 1 1 1 1 1 1 1 1 1 1",17,16,14,1,N,Winning,N,45,45,2,"[R0C16] / [R1C15]"
"18 16 1 1 1 1 1 1 1 1 1 1 1 1",18,16,14,6,N,Winning,N,45,46,1,"[R0C17,R1C15]"
"19 16 1 1 1 1 1 1 1 1 1 1 1 1",19,16,14,1,N,Winning,N,47,47,1,"[R1C15]"
"20 16 1 1 1 1 1 1 1 1 1 1 1 1",20,16,14,2,N,Winning,N,47,48,1,"[R0C19,R1C15]"
"17 17 1 1 1 1 1 1 1 1 1 1 1 1",17,17,14,0,P,Losing,P,46,46,0,"N/A (P-position)"
"18 17 1 1 1 1 1 1 1 1 1 1 1 1",18,17,14,4,N,Winning,N,47,47,1,"[R0C17]"
"19 17 1 1 1 1 1 1 1 1 1 1 1 1",19,17,14,0,P,Losing,P,48,48,0,"N/A (P-position)"
"20 17 1 1 1 1 1 1 1 1 1 1 1 1",20,17,14,3,N,Winning,N,49,49,1,"[R0C19]"
"18 18 1 1 1 1 1 1 1 1 1 1 1 1",18,18,14,0,P,Losing,P,48,48,0,"N/A (P-position)"
"19 18 1 1 1 1 1 1 1 1 1 1 1 1",19,18,14,1,N,Winning,N,49,49,2,"[R0C18] / [R1C17]"
"20 18 1 1 1 1 1 1 1 1 1 1 1 1",20,18,14,5,N,Winning,N,49,50,1,"[R0C19,R1C17]"
"19 19 1 1 1 1 1 1 1 1 1 1 1 1",19,19,14,0,P,Losing,P,50,50,0,"N/A (P-position)"
"20 19 1 1 1 1 1 1 1 1 1 1 1 1",20,19,14,6,N,Winning,N,51,51,1,"[R0C19]"
"20 20 1 1 1 1 1 1 1 1 1 1 1 1",20,20,14,0,P,Losing,P,52,52,0,"N/A (P-position)"
"2 2 1 1 1 1 1 1 1 1 1 1 1 1 1",2,2,15,1,N,Winning,N,17,17,1,"[R14C0]"
"3 2 1 1 1 1 1 1 1 1 1 1 1 1 1",3,2,15,4,N,Winning,N,17,18,2,"[R1C1] / [R0C2,R14C0]"
"4 2 1 1 1 1 1 1 1 1 1 1 1 1 1",4,2,15,6,N,Winning,N,17,19,1,"[R0C3,R1C1]"
"5 2 1 1 1 1 1 1 1 1 1 1 1 1 1",5,2,15,5,N,Winning,N,19,20,1,"[R1C1]"
"6 2 1 1 1 1 1 1 1 1 1 1 1 1 1",6,2,15,6,N,Winning,N,19,21,1,"[R0C5,R1C1]"
"7 2 1 1 1 1 1 1 1 1 1 1 1 1 1",7,2,15,5,N,Winning,N,21,22,1,"[R1C1]"
"8 2 1 1 1 1 1 1 1 1 1 1 1 1 1",8,2,15,6,N,Winning,N,21,23,1,"[R0C7,R1C1]"
"9 2 1 1 1 1 1 1 1 1 1 1 1 1 1",9,2,15,5,N,Winning,N,23,24,1,"[R1C1]"
"10 2 1 1 1 1 1 1 1 1 1 1 1 1 1",10,2,15,6,N,Winning,N,23,25,1,"[R0C9,R1C1]"
"11 2 1 1 1 1 1 1 1 1 1 1 1 1 1",11,2,15,5,N,Winning,N,25,26,1,"[R1C1]"
"12 2 1 1 1 1 1 1 1 1 1 1 1 1 1",12,2,15,6,N,Winning,N,25,27,1,"[R0C11,R1C1]"
"13 2 1 1 1 1 1 1 1 1 1 1 1 1 1",13,2,15,5,N,Winning,N,27,28,1,"[R1C1]"
"14 2 1 1 1 1 1 1 1 1 1 1 1 1 1",14,2,15,6,N,Winning,N,27,29,1,"[R0C13,R1C1]"
"15 2 1 1 1 1 1 1 1 1 1 1 1 1 1",15,2,15,1,N,Winning,N,29,30,1,"[R1C1]"
"16 2 1 1 1 1 1 1 1 1 1 1 1 1 1",16,2,15,4,N,Winning,N,29,31,1,"[R0C15,R1C1]"
"17 2 1 1 1 1 1 1 1 1 1 1 1 1 1",17,2,15,5,N,Winning,N,31,32,1,"[R1C1]"
"18 2 1 1 1 1 1 1 1 1 1 1 1 1 1",18,2,15,4,N,Winning,N,31,33,1,"[R0C17,R1C1]"
"19 2 1 1 1 1 1 1 1 1 1 1 1 1 1",19,2,15,5,N,Winning,N,33,34,1,"[R1C1]"
"20 2 1 1 1 1 1 1 1 1 1 1 1 1 1",20,2,15,4,N,Winning,N,33,35,1,"[R0C19,R1C1]"
"3 3 1 1 1 1 1 1 1 1 1 1 1 1 1",3,3,15,1,N,Winning,N,19,19,1,"[R14C0]"
"4 3 1 1 1 1 1 1 1 1 1 1 1 1 1",4,3,15,2,N,Winning,N,19,20,1,"[R0C3,R14C0]"
"5 3 1 1 1 1 1 1 1 1 1 1 1 1 1",5,3,15,1,N,Winning,N,21,21,1,"[R14C0]"
"6 3 1 1 1 1 1 1 1 1 1 1 1 1 1",6,3,15,2,N,Winning,N,21,22,1,"[R0C5,R14C0]"
"7 3 1 1 1 1 1 1 1 1 1 1 1 1 1",7,3,15,1,N,Winning,N,23,23,1,"[R14C0]"
"8 3 1 1 1 1 1 1 1 1 1 1 1 1 1",8,3,15,2,N,Winning,N,23,24,1,"[R0C7,R14C0]"
"9 3 1 1 1 1 1 1 1 1 1 1 1 1 1",9,3,15,1,N,Winning,N,25,25,1,"[R14C0]"
"10 3 1 1 1 1 1 1 1 1 1 1 1 1 1",10,3,15,2,N,Winning,N,25,26,1,"[R0C9,R14C0]"
"11 3 1 1 1 1 1 1 1 1 1 1 1 1 1",11,3,15,1,N,Winning,N,27,27,1,"[R14C0]"
"12 3 1 1 1 1 1 1 1 1 1 1 1 1 1",12,3,15,2,N,Winning,N,27,28,1,"[R0C11,R14C0]"
"13 3 1 1 1 1 1 1 1 1 1 1 1 1 1",13,3,15,1,N,Winning,N,29,29,1,"[R14C0]"
"14 3 1 1 1 1 1 1 1 1 1 1 1 1 1",14,3,15,2,N,Winning,N,29,30,1,"[R0C13,R14C0]"
"15 3 1 1 1 1 1 1 1 1 1 1 1 1 1",15,3,15,4,N,Winning,N,31,31,1,"[R14C0]"
"16 3 1 1 1 1 1 1 1 1 1 1 1 1 1",16,3,15,2,N,Winning,N,31,32,1,"[R0C15,R14C0]"
"17 3 1 1 1 1 1 1 1 1 1 1 1 1 1",17,3,15,3,N,Winning,N,33,33,1,"[R14C0]"
"18 3 1 1 1 1 1 1 1 1 1 1 1 1 1",18,3,15,2,N,Winning,N,33,34,1,"[R0C17,R14C0]"
"19 3 1 1 1 1 1 1 1 1 1 1 1 1 1",19,3,15,3,N,Winning,N,35,35,1,"[R14C0]"
"20 3 1 1 1 1 1 1 1 1 1 1 1 1 1",20,3,15,2,N,Winning,N,35,36,1,"[R0C19,R14C0]"
"4 4 1 1 1 1 1 1 1 1 1 1 1 1 1",4,4,15,1,N,Winning,N,21,21,1,"[R14C0]"
"5 4 1 1 1 1 1 1 1 1 1 1 1 1 1",5,4,15,4,N,Winning,N,21,22,2,"[R0C4,R14C0] / [R1C3,R14C0]"
"6 4 1 1 1 1 1 1 1 1 1 1 1 1 1",6,4,15,6,N,Winning,N,21,23,1,"[R0C5,R1C3,R14C0]"
"7 4 1 1 1 1 1 1 1 1 1 1 1 1 1",7,4,15,4,N,Winning,N,23,24,1,"[R1C3,R14C0]"
"8 4 1 1 1 1 1 1 1 1 1 1 1 1 1",8,4,15,7,N,Winning,N,23,25,1,"[R0C7,R1C3,R14C0]"
"9 4 1 1 1 1 1 1 1 1 1 1 1 1 1",9,4,15,4,N,Winning,N,25,26,1,"[R1C3,R14C0]"
"10 4 1 1 1 1 1 1 1 1 1 1 1 1 1",10,4,15,7,N,Winning,N,25,27,1,"[R0C9,R1C3,R14C0]"
"11 4 1 1 1 1 1 1 1 1 1 1 1 1 1",11,4,15,4,N,Winning,N,27,28,1,"[R1C3,R14C0]"
"12 4 1 1 1 1 1 1 1 1 1 1 1 1 1",12,4,15,7,N,Winning,N,27,29,1,"[R0C11,R1C3,R14C0]"
"13 4 1 1 1 1 1 1 1 1 1 1 1 1 1",13,4,15,4,N,Winning,N,29,30,1,"[R1C3,R14C0]"
"14 4 1 1 1 1 1 1 1 1 1 1 1 1 1",14,4,15,3,N,Winning,N,29,31,1,"[R0C13,R1C3,R14C0]"
"15 4 1 1 1 1 1 1 1 1 1 1 1 1 1",15,4,15,7,N,Winning,N,31,32,1,"[R1C3,R14C0]"
"16 4 1 1 1 1 1 1 1 1 1 1 1 1 1",16,4,15,3,N,Winning,N,31,33,1,"[R0C15,R1C3,R14C0]"
"17 4 1 1 1 1 1 1 1 1 1 1 1 1 1",17,4,15,4,N,Winning,N,33,34,1,"[R1C3,R14C0]"
"18 4 1 1 1 1 1 1 1 1 1 1 1 1 1",18,4,15,5,N,Winning,N,33,35,1,"[R0C17,R1C3,R14C0]"
"19 4 1 1 1 1 1 1 1 1 1 1 1 1 1",19,4,15,4,N,Winning,N,35,36,1,"[R1C3,R14C0]"
"20 4 1 1 1 1 1 1 1 1 1 1 1 1 1",20,4,15,5,N,Winning,N,35,37,1,"[R0C19,R1C3,R14C0]"
"5 5 1 1 1 1 1 1 1 1 1 1 1 1 1",5,5,15,1,N,Winning,N,23,23,1,"[R14C0]"
"6 5 1 1 1 1 1 1 1 1 1 1 1 1 1",6,5,15,2,N,Winning,N,23,24,1,"[R0C5,R14C0]"
"7 5 1 1 1 1 1 1 1 1 1 1 1 1 1",7,5,15,1,N,Winning,N,25,25,1,"[R14C0]"
"8 5 1 1 1 1 1 1 1 1 1 1 1 1 1",8,5,15,2,N,Winning,N,25,26,1,"[R0C7,R14C0]"
"9 5 1 1 1 1 1 1 1 1 1 1 1 1 1",9,5,15,1,N,Winning,N,27,27,1,"[R14C0]"
"10 5 1 1 1 1 1 1 1 1 1 1 1 1 1",10,5,15,2,N,Winning,N,27,28,1,"[R0C9,R14C0]"
"11 5 1 1 1 1 1 1 1 1 1 1 1 1 1",11,5,15,1,N,Winning,N,29,29,1,"[R14C0]"
"12 5 1 1 1 1 1 1 1 1 1 1 1 1 1",12,5,15,2,N,Winning,N,29,30,1,"[R0C11,R14C0]"
"13 5 1 1 1 1 1 1 1 1 1 1 1 1 1",13,5,15,3,N,Winning,N,31,31,1,"[R14C0]"
"14 5 1 1 1 1 1 1 1 1 1 1 1 1 1",14,5,15,2,N,Winning,N,31,32,1,"[R0C13,R14C0]"
"15 5 1 1 1 1 1 1 1 1 1 1 1 1 1",15,5,15,4,N,Winning,N,33,33,1,"[R14C0]"
"16 5 1 1 1 1 1 1 1 1 1 1 1 1 1",16,5,15,2,N,Winning,N,33,34,1,"[R0C15,R14C0]"
"17 5 1 1 1 1 1 1 1 1 1 1 1 1 1",17,5,15,1,N,Winning,N,35,35,1,"[R14C0]"
"18 5 1 1 1 1 1 1 1 1 1 1 1 1 1",18,5,15,2,N,Winning,N,35,36,1,"[R0C17,R14C0]"
"19 5 1 1 1 1 1 1 1 1 1 1 1 1 1",19,5,15,3,N,Winning,N,37,37,1,"[R14C0]"
"20 5 1 1 1 1 1 1 1 1 1 1 1 1 1",20,5,15,2,N,Winning,N,37,38,1,"[R0C19,R14C0]"
"6 6 1 1 1 1 1 1 1 1 1 1 1 1 1",6,6,15,1,N,Winning,N,25,25,1,"[R14C0]"
"7 6 1 1 1 1 1 1 1 1 1 1 1 1 1",7,6,15,4,N,Winning,N,25,26,2,"[R0C6,R14C0] / [R1C5,R14C0]"
"8 6 1 1 1 1 1 1 1 1 1 1 1 1 1",8,6,15,7,N,Winning,N,25,27,1,"[R0C7,R1C5,R14C0]"
"9 6 1 1 1 1 1 1 1 1 1 1 1 1 1",9,6,15,4,N,Winning,N,27,28,1,"[R1C5,R14C0]"
"10 6 1 1 1 1 1 1 1 1 1 1 1 1 1",10,6,15,7,N,Winning,N,27,29,1,"[R0C9,R1C5,R14C0]"
"11 6 1 1 1 1 1 1 1 1 1 1 1 1 1",11,6,15,4,N,Winning,N,29,30,1,"[R1C5,R14C0]"
"12 6 1 1 1 1 1 1 1 1 1 1 1 1 1",12,6,15,3,N,Winning,N,29,31,1,"[R0C11,R1C5,R14C0]"
"13 6 1 1 1 1 1 1 1 1 1 1 1 1 1",13,6,15,4,N,Winning,N,31,32,1,"[R1C5,R14C0]"
"14 6 1 1 1 1 1 1 1 1 1 1 1 1 1",14,6,15,1,N,Winning,N,31,33,1,"[R0C13,R1C5,R14C0]"
"15 6 1 1 1 1 1 1 1 1 1 1 1 1 1",15,6,15,7,N,Winning,N,33,34,1,"[R1C5,R14C0]"
"16 6 1 1 1 1 1 1 1 1 1 1 1 1 1",16,6,15,1,N,Winning,N,33,35,1,"[R0C15,R1C5,R14C0]"
"17 6 1 1 1 1 1 1 1 1 1 1 1 1 1",17,6,15,4,N,Winning,N,35,36,1,"[R1C5,R14C0]"
"18 6 1 1 1 1 1 1 1 1 1 1 1 1 1",18,6,15,3,N,Winning,N,35,37,1,"[R0C17,R1C5,R14C0]"
"19 6 1 1 1 1 1 1 1 1 1 1 1 1 1",19,6,15,4,N,Winning,N,37,38,1,"[R1C5,R14C0]"
"20 6 1 1 1 1 1 1 1 1 1 1 1 1 1",20,6,15,5,N,Winning,N,37,39,1,"[R0C19,R1C5,R14C0]"
"7 7 1 1 1 1 1 1 1 1 1 1 1 1 1",7,7,15,1,N,Winning,N,27,27,1,"[R14C0]"
"8 7 1 1 1 1 1 1 1 1 1 1 1 1 1",8,7,15,2,N,Winning,N,27,28,1,"[R0C7,R14C0]"
"9 7 1 1 1 1 1 1 1 1 1 1 1 1 1",9,7,15,1,N,Winning,N,29,29,1,"[R14C0]"
"10 7 1 1 1 1 1 1 1 1 1 1 1 1 1",10,7,15,2,N,Winning,N,29,30,1,"[R0C9,R14C0]"
"11 7 1 1 1 1 1 1 1 1 1 1 1 1 1",11,7,15,3,N,Winning,N,31,31,1,"[R14C0]"
"12 7 1 1 1 1 1 1 1 1 1 1 1 1 1",12,7,15,2,N,Winning,N,31,32,1,"[R0C11,R14C0]"
"13 7 1 1 1 1 1 1 1 1 1 1 1 1 1",13,7,15,1,N,Winning,N,33,33,1,"[R14C0]"
"14 7 1 1 1 1 1 1 1 1 1 1 1 1 1",14,7,15,2,N,Winning,N,33,34,1,"[R0C13,R14C0]"
"15 7 1 1 1 1 1 1 1 1 1 1 1 1 1",15,7,15,5,N,Winning,N,35,35,1,"[R14C0]"
"16 7 1 1 1 1 1 1 1 1 1 1 1 1 1",16,7,15,2,N,Winning,N,35,36,1,"[R0C15,R14C0]"
"17 7 1 1 1 1 1 1 1 1 1 1 1 1 1",17,7,15,3,N,Winning,N,37,37,1,"[R14C0]"
"18 7 1 1 1 1 1 1 1 1 1 1 1 1 1",18,7,15,2,N,Winning,N,37,38,1,"[R0C17,R14C0]"
"19 7 1 1 1 1 1 1 1 1 1 1 1 1 1",19,7,15,1,N,Winning,N,39,39,1,"[R14C0]"
"20 7 1 1 1 1 1 1 1 1 1 1 1 1 1",20,7,15,2,N,Winning,N,39,40,1,"[R0C19,R14C0]"
"8 8 1 1 1 1 1 1 1 1 1 1 1 1 1",8,8,15,1,N,Winning,N,29,29,1,"[R14C0]"
"9 8 1 1 1 1 1 1 1 1 1 1 1 1 1",9,8,15,4,N,Winning,N,29,30,2,"[R0C8,R14C0] / [R1C7,R14C0]"
"10 8 1 1 1 1 1 1 1 1 1 1 1 1 1",10,8,15,3,N,Winning,N,29,31,1,"[R0C9,R1C7,R14C0]"
"11 8 1 1 1 1 1 1 1 1 1 1 1 1 1",11,8,15,4,N,Winning,N,31,32,1,"[R1C7,R14C0]"
"12 8 1 1 1 1 1 1 1 1 1 1 1 1 1",12,8,15,1,N,Winning,N,31,33,1,"[R0C11,R1C7,R14C0]"
"13 8 1 1 1 1 1 1 1 1 1 1 1 1 1",13,8,15,5,N,Winning,N,33,34,1,"[R1C7,R14C0]"
"14 8 1 1 1 1 1 1 1 1 1 1 1 1 1",14,8,15,3,N,Winning,N,33,35,1,"[R0C13,R1C7,R14C0]"
"15 8 1 1 1 1 1 1 1 1 1 1 1 1 1",15,8,15,7,N,Winning,N,35,36,1,"[R1C7,R14C0]"
"16 8 1 1 1 1 1 1 1 1 1 1 1 1 1",16,8,15,3,N,Winning,N,35,37,1,"[R0C15,R1C7,R14C0]"
"17 8 1 1 1 1 1 1 1 1 1 1 1 1 1",17,8,15,5,N,Winning,N,37,38,1,"[R1C7,R14C0]"
"18 8 1 1 1 1 1 1 1 1 1 1 1 1 1",18,8,15,1,N,Winning,N,37,39,1,"[R0C17,R1C7,R14C0]"
"19 8 1 1 1 1 1 1 1 1 1 1 1 1 1",19,8,15,4,N,Winning,N,39,40,1,"[R1C7,R14C0]"
"20 8 1 1 1 1 1 1 1 1 1 1 1 1 1",20,8,15,3,N,Winning,N,39,41,1,"[R0C19,R1C7,R14C0]"
"9 9 1 1 1 1 1 1 1 1 1 1 1 1 1",9,9,15,2,N,Winning,N,31,31,1,"[R14C0]"
"10 9 1 1 1 1 1 1 1 1 1 1 1 1 1",10,9,15,6,N,Winning,N,31,32,1,"[R0C9,R14C0]"
"11 9 1 1 1 1 1 1 1 1 1 1 1 1 1",11,9,15,1,N,Winning,N,33,33,1,"[R14C0]"
"12 9 1 1 1 1 1 1 1 1 1 1 1 1 1",12,9,15,2,N,Winning,N,33,34,1,"[R0C11,R14C0]"
"13 9 1 1 1 1 1 1 1 1 1 1 1 1 1",13,9,15,3,N,Winning,N,35,35,1,"[R14C0]"
"14 9 1 1 1 1 1 1 1 1 1 1 1 1 1",14,9,15,4,N,Winning,N,35,36,1,"[R0C13,R14C0]"
"15 9 1 1 1 1 1 1 1 1 1 1 1 1 1",15,9,15,5,N,Winning,N,37,37,1,"[R14C0]"
"16 9 1 1 1 1 1 1 1 1 1 1 1 1 1",16,9,15,2,N,Winning,N,37,38,1,"[R0C15,R14C0]"
"17 9 1 1 1 1 1 1 1 1 1 1 1 1 1",17,9,15,1,N,Winning,N,39,39,1,"[R14C0]"
"18 9 1 1 1 1 1 1 1 1 1 1 1 1 1",18,9,15,2,N,Winning,N,39,40,1,"[R0C17,R14C0]"
"19 9 1 1 1 1 1 1 1 1 1 1 1 1 1",19,9,15,3,N,Winning,N,41,41,1,"[R14C0]"
"20 9 1 1 1 1 1 1 1 1 1 1 1 1 1",20,9,15,2,N,Winning,N,41,42,1,"[R0C19,R14C0]"
"10 10 1 1 1 1 1 1 1 1 1 1 1 1 1",10,10,15,1,N,Winning,N,33,33,1,"[R14C0]"
"11 10 1 1 1 1 1 1 1 1 1 1 1 1 1",11,10,15,2,N,Winning,N,33,34,2,"[R0C10,R14C0] / [R1C9,R14C0]"
"12 10 1 1 1 1 1 1 1 1 1 1 1 1 1",12,10,15,3,N,Winning,N,33,35,1,"[R0C11,R1C9,R14C0]"
"13 10 1 1 1 1 1 1 1 1 1 1 1 1 1",13,10,15,4,N,Winning,N,35,36,1,"[R1C9,R14C0]"
"14 10 1 1 1 1 1 1 1 1 1 1 1 1 1",14,10,15,5,N,Winning,N,35,37,1,"[R0C13,R1C9,R14C0]"
"15 10 1 1 1 1 1 1 1 1 1 1 1 1 1",15,10,15,3,N,Winning,N,37,38,1,"[R1C9,R14C0]"
"16 10 1 1 1 1 1 1 1 1 1 1 1 1 1",16,10,15,1,N,Winning,N,37,39,1,"[R0C15,R1C9,R14C0]"
"17 10 1 1 1 1 1 1 1 1 1 1 1 1 1",17,10,15,5,N,Winning,N,39,40,1,"[R1C9,R14C0]"
"18 10 1 1 1 1 1 1 1 1 1 1 1 1 1",18,10,15,3,N,Winning,N,39,41,1,"[R0C17,R1C9,R14C0]"
"19 10 1 1 1 1 1 1 1 1 1 1 1 1 1",19,10,15,4,N,Winning,N,41,42,1,"[R1C9,R14C0]"
"20 10 1 1 1 1 1 1 1 1 1 1 1 1 1",20,10,15,1,N,Winning,N,41,43,1,"[R0C19,R1C9,R14C0]"
"11 11 1 1 1 1 1 1 1 1 1 1 1 1 1",11,11,15,1,N,Winning,N,35,35,1,"[R14C0]"
"12 11 1 1 1 1 1 1 1 1 1 1 1 1 1",12,11,15,4,N,Winning,N,35,36,1,"[R0C11,R14C0]"
"13 11 1 1 1 1 1 1 1 1 1 1 1 1 1",13,11,15,1,N,Winning,N,37,37,1,"[R14C0]"
"14 11 1 1 1 1 1 1 1 1 1 1 1 1 1",14,11,15,2,N,Winning,N,37,38,1,"[R0C13,R14C0]"
"15 11 1 1 1 1 1 1 1 1 1 1 1 1 1",15,11,15,4,N,Winning,N,39,39,1,"[R14C0]"
"16 11 1 1 1 1 1 1 1 1 1 1 1 1 1",16,11,15,2,N,Winning,N,39,40,1,"[R0C15,R14C0]"
"17 11 1 1 1 1 1 1 1 1 1 1 1 1 1",17,11,15,3,N,Winning,N,41,41,1,"[R14C0]"
"18 11 1 1 1 1 1 1 1 1 1 1 1 1 1",18,11,15,4,N,Winning,N,41,42,1,"[R0C17,R14C0]"
"19 11 1 1 1 1 1 1 1 1 1 1 1 1 1",19,11,15,1,N,Winning,N,43,43,1,"[R14C0]"
"20 11 1 1 1 1 1 1 1 1 1 1 1 1 1",20,11,15,2,N,Winning,N,43,44,1,"[R0C19,R14C0]"
"12 12 1 1 1 1 1 1 1 1 1 1 1 1 1",12,12,15,1,N,Winning,N,37,37,1,"[R14C0]"
"13 12 1 1 1 1 1 1 1 1 1 1 1 1 1",13,12,15,2,N,Winning,N,37,38,2,"[R0C12,R14C0] / [R1C11,R14C0]"
"14 12 1 1 1 1 1 1 1 1 1 1 1 1 1",14,12,15,3,N,Winning,N,37,39,1,"[R0C13,R1C11,R14C0]"
"15 12 1 1 1 1 1 1 1 1 1 1 1 1 1",15,12,15,6,N,Winning,N,39,40,1,"[R1C11,R14C0]"
"16 12 1 1 1 1 1 1 1 1 1 1 1 1 1",16,12,15,3,N,Winning,N,39,41,1,"[R0C15,R1C11,R14C0]"
"17 12 1 1 1 1 1 1 1 1 1 1 1 1 1",17,12,15,1,N,Winning,N,41,42,1,"[R1C11,R14C0]"
"18 12 1 1 1 1 1 1 1 1 1 1 1 1 1",18,12,15,5,N,Winning,N,41,43,1,"[R0C17,R1C11,R14C0]"
"19 12 1 1 1 1 1 1 1 1 1 1 1 1 1",19,12,15,3,N,Winning,N,43,44,1,"[R1C11,R14C0]"
"20 12 1 1 1 1 1 1 1 1 1 1 1 1 1",20,12,15,4,N,Winning,N,43,45,1,"[R0C19,R1C11,R14C0]"
"13 13 1 1 1 1 1 1 1 1 1 1 1 1 1",13,13,15,3,N,Winning,N,39,39,1,"[R14C0]"
"14 13 1 1 1 1 1 1 1 1 1 1 1 1 1",14,13,15,5,N,Winning,N,39,40,1,"[R0C13,R14C0]"
"15 13 1 1 1 1 1 1 1 1 1 1 1 1 1",15,13,15,2,N,Winning,N,41,41,1,"[R14C0]"
